1,47,985.38,23.9,24,25,24.18
2,46,985.35,24,25,25,24.21
3,47,985.35,24,26,25,24.23
4,46,985.42,24,24,25,24.18
5,47,985.27,23.9,24,25,24.18
6,46,985.36,23.9,24,25,24.18
7,46,985.36,24,24,25,24.18
8,47,985.31,24,26,25,24.23
9,46,985.23,24,26,25,24.23
10,46,985.3,24,25,25,24.21
11,46,985.28,24,25,25,24.21
12,47,985.29,24,24,25,24.18
13,46,985.25,24,25,25,24.21
14,45,985.39,24,25,25,24.21
15,47,985.22,24.1,25,25,24.21
16,47,985.29,24,27,25,24.26
17,47,985.25,24,27,25,24.26
18,47,985.35,24,26,25,24.23
19,47,985.31,24,26,25,24.23
20,45,985.29,24,26,25,24.23
21,48,985.26,24.1,25,25,24.21
22,46,985.22,24,27,25,24.26
23,46,985.13,24,25,25,24.21
24,46,985.12,24,25,25,24.21
25,48,985.16,24.1,26,25,24.23
26,46,985.14,24.1,26,25,24.23
27,46,985.12,24,25,25,24.21
28,48,985.15,24.1,26,25,24.23
29,46,985.09,24,25,25,24.21
30,46,985.03,24,25,25,24.21
31,46,985.03,24.1,25,25,24.21
32,47,985.05,24.1,25,25,24.21
33,47,985.1,24.1,27,25,24.26
34,48,985.07,24.1,25,25,24.21
35,46,985.04,24,25,25,24.21
36,48,985.09,24.1,25,25,24.21
37,48,985.04,24.1,26,25,24.23
38,47,985.01,24.1,27,25,24.26
39,46,985.02,24.1,25,25,24.21
40,46,984.96,24.1,25,25,24.21
41,47,985,24,27,25,24.26
42,47,984.91,24.1,25,25,24.21
43,47,984.94,24.1,27,25,24.26
44,46,984.9,24.1,27,25,24.26
45,47,984.9,24.1,26,25,24.23
46,47,984.9,24.1,25,25,24.21
47,47,984.9,24.1,26,25,24.23
48,47,984.81,24.1,25,25,24.21
49,47,984.83,24.1,25,25,24.21
50,47,984.85,24.1,26,25,24.23
51,47,984.86,24.1,25,25,24.21
52,47,984.82,24.1,26,25,24.23
53,47,984.84,24.1,26,25,24.23
54,48,984.83,24.1,26,25,24.23
55,47,984.75,24.1,25,25,24.21
56,46,984.85,24.1,25,25,24.21
57,46,984.77,24.2,25,25,24.21
58,47,984.74,24.2,26,25,24.23
59,48,984.77,24.1,25,25,24.21
60,47,984.68,24.1,24,25,24.18
61,46,984.82,24.1,25,25,24.21
62,46,984.75,24.1,24,25,24.18
63,46,984.67,24.1,24,25,24.18
64,47,984.75,24.1,24,25,24.18
65,47,984.77,24.1,24,25,24.18
66,46,984.69,24.1,24,25,24.18
67,46,984.71,24.2,24,25,24.18
68,46,984.62,24.1,26,24,23.13
69,47,984.53,24.1,24,25,24.18
70,46,984.65,24.1,24,25,24.18
71,47,984.5,24.2,24,25,24.18
72,45,984.7,24.2,25,25,24.21
73,46,984.65,24.2,25,25,24.21
74,47,984.54,24.2,25,25,24.21
75,47,984.59,24.2,25,25,24.21
76,47,984.55,24.1,25,25,24.21
77,47,984.6,24.1,24,25,24.18
78,47,984.58,24.2,24,25,24.18
79,47,984.5,24.2,25,25,24.21
80,47,984.53,24.1,24,25,24.18
81,46,984.54,24.1,24,25,24.18
82,46,984.5,24.1,24,25,24.18
83,0,984.5,24.1,24,25,24.18
84,11,984.49,24.2,24,25,24.18
85,10,984.54,24.2,25,25,24.21
86,12,984.4,24.2,24,25,24.18
87,11,984.49,24.2,24,25,24.18
88,5,984.44,24.2,24,25,24.18
89,5,984.46,24.2,24,25,24.18
90,5,984.41,24.2,25,25,24.21
91,5,984.51,24.2,25,25,24.21
92,3,984.42,24.2,25,25,24.21
93,5,984.47,24.2,25,25,24.21
94,5,984.45,24.2,25,25,24.21
95,5,984.47,24.1,25,25,24.21
96,5,984.39,24.1,24,25,24.18
97,5,984.44,24.1,24,25,24.18
98,5,984.47,24.1,24,25,24.18
99,5,984.45,24.1,24,25,24.18
100,5,984.46,24.1,24,24,23.08
101,5,984.52,24,24,25,24.18
102,5,984.46,24,24,25,24.18
103,5,984.3,24,24,25,24.18
104,5,984.31,24,24,24,23.08
105,5,984.35,24,24,24,23.08
106,5,984.26,24,24,24,23.08
107,5,984.26,24,24,24,23.08
108,5,984.21,24,24,24,23.08
109,5,984.22,24,24,24,23.08
110,5,984.23,24,24,24,23.08
111,5,984.16,24,24,24,23.08
112,5,984.2,24,24,24,23.08
113,5,984.21,24,24,24,23.08
114,5,984.17,24,24,24,23.08
115,5,984.16,24,24,24,23.08
116,5,984.14,24,24,24,23.08
117,5,984.13,23.9,24,24,23.08
118,5,984.11,24,24,24,23.08
119,5,984.09,24,24,24,23.08
120,5,984.06,24,24,24,23.08
121,5,984.06,24,24,24,23.08
122,5,984.05,24,24,24,23.08
123,5,984.11,23.9,24,24,23.08
124,5,983.96,23.9,24,24,23.08
125,5,984.08,23.9,24,24,23.08
126,5,984.08,23.9,24,24,23.08
127,5,984.08,23.9,24,24,23.08
128,5,984.09,23.9,24,24,23.08
129,5,984.04,23.9,24,24,23.08
130,5,984.03,23.9,24,24,23.08
131,5,983.99,23.9,24,24,23.08
132,5,983.97,23.9,24,24,23.08
133,5,983.97,23.9,24,24,23.08
134,40,983.94,24,24,24,23.08
135,43,983.98,23.9,24,24,23.08
136,44,984.01,23.9,24,24,23.08
137,43,984,23.9,24,24,23.08
138,43,984.02,23.9,24,24,23.08
139,43,983.97,23.9,24,24,23.08
140,42,983.99,23.9,24,24,23.08
141,41,983.87,23.9,24,24,23.08
142,43,983.9,23.9,24,24,23.08
143,41,983.85,23.9,24,24,23.08
144,41,983.94,23.9,24,24,23.08
145,41,983.96,23.9,24,24,23.08
146,41,983.83,23.8,23,24,23.06
147,41,983.83,23.8,23,24,23.06
148,41,983.87,23.8,24,25,24.18
149,40,983.86,23.7,23,24,23.06
150,15,983.74,24.7,22,26,25.23
151,82,983.61,24.6,21,25,24.1
152,81,983.71,24.5,22,25,24.13
153,83,983.75,24.3,22,25,24.13
154,82,983.72,24.2,22,25,24.13
155,82,983.71,24.2,22,25,24.13
156,82,983.62,24.1,21,25,24.1
157,83,983.61,24.1,21,25,24.1
158,81,983.66,24.1,21,25,24.1
159,81,983.68,24.1,21,25,24.1
160,82,983.62,24,21,25,24.1
161,83,983.57,24,21,25,24.1
162,82,983.56,24,20,25,24.08
163,80,983.66,23.9,21,25,24.1
164,80,983.51,24,20,25,24.08
165,80,983.57,23.9,20,25,24.08
